,word,meaning,source
335,create,"('To bring into existence; (sometimes in particular:)',)",https://api.dictionaryapi.dev/api/v2/entries/en/create
336,creation,,https://api.dictionaryapi.dev/api/v2/entries/en/creation
337,creative,"('A person directly involved in a creative marketing process.',)",https://api.dictionaryapi.dev/api/v2/entries/en/creative
338,creature,"('A living being; an animal or (sometimes derogatory) a human.',)",https://api.dictionaryapi.dev/api/v2/entries/en/creature
339,credit,"('Reliance on the truth of something said or done; faith; trust.',)",https://api.dictionaryapi.dev/api/v2/entries/en/credit
340,crew,"('To make the shrill sound characteristic of a rooster; to make a sound in this manner, either in gaiety, joy, pleasure, or defiance.',)",https://api.dictionaryapi.dev/api/v2/entries/en/crew
341,crime,"('A specific act committed in violation of the law.',)",https://api.dictionaryapi.dev/api/v2/entries/en/crime
342,criminal,"('A person who is guilty of a crime, notably breaking the law.',)",https://api.dictionaryapi.dev/api/v2/entries/en/criminal
343,crisis,,https://api.dictionaryapi.dev/api/v2/entries/en/crisis
344,criteria,"('A single criterion.',)",https://api.dictionaryapi.dev/api/v2/entries/en/criteria
345,critic,"('A person who appraises the works of others.',)",https://api.dictionaryapi.dev/api/v2/entries/en/critic
346,critical,"('A critical value, factor, etc.',)",https://api.dictionaryapi.dev/api/v2/entries/en/critical
347,criticize,"('To find fault (with something).',)",https://api.dictionaryapi.dev/api/v2/entries/en/criticize
348,cross,"('A geometrical figure consisting of two straight lines or bars intersecting each other such that at least one of them is bisected by the other.',)",https://api.dictionaryapi.dev/api/v2/entries/en/cross
349,crowd,"('A group of people congregated or collected into a close body without order.',)",https://api.dictionaryapi.dev/api/v2/entries/en/crowd
350,crucial,"('Essential or decisive for determining the outcome or future of something; extremely important.',)",https://api.dictionaryapi.dev/api/v2/entries/en/crucial
351,cry,"('A shedding of tears; the act of crying.',)",https://api.dictionaryapi.dev/api/v2/entries/en/cry
352,cultural,,https://api.dictionaryapi.dev/api/v2/entries/en/cultural
353,culture,"('The arts, customs, lifestyles, background, and habits that characterize a particular society or nation.',)",https://api.dictionaryapi.dev/api/v2/entries/en/culture
354,cup,"('A concave vessel for drinking from, usually made of opaque material (as opposed to a glass) and with a handle.',)",https://api.dictionaryapi.dev/api/v2/entries/en/cup
355,curious,,https://api.dictionaryapi.dev/api/v2/entries/en/curious
356,current,"('The generally unidirectional movement of a gas or fluid.',)",https://api.dictionaryapi.dev/api/v2/entries/en/current
357,currently,"('At this moment, at present, now.',)",https://api.dictionaryapi.dev/api/v2/entries/en/currently
358,curriculum,"('The set of courses, coursework, and their content, offered at a school or university.',)",https://api.dictionaryapi.dev/api/v2/entries/en/curriculum
359,customer,"('A patron, a client; one who purchases or receives a product or service from a business or merchant, or intends to do so.',)",https://api.dictionaryapi.dev/api/v2/entries/en/customer
360,cut,"('The act of cutting.',)",https://api.dictionaryapi.dev/api/v2/entries/en/cut
361,cycle,"('An interval of space or time in which one set of events or phenomena is completed.',)",https://api.dictionaryapi.dev/api/v2/entries/en/cycle
362,dad,"('A father, a male parent.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dad
363,daily,"('Something that is produced, consumed, used, or done every day.',)",https://api.dictionaryapi.dev/api/v2/entries/en/daily
364,damage,"('Injury or harm; the condition or measure of something not being intact.',)",https://api.dictionaryapi.dev/api/v2/entries/en/damage
365,dance,"('A sequence of rhythmic steps or movements usually performed to music, for pleasure or as a form of social interaction.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dance
366,danger,"('Exposure to likely harm; peril.',)",https://api.dictionaryapi.dev/api/v2/entries/en/danger
367,dangerous,"('Full of danger.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dangerous
368,dark,"('Having an absolute or (more often) relative lack of light.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dark
369,data,"('(plural: data) A measurement of something on a scale understood by both the recorder (a person or device) and the reader (another person or device). The scale is arbitrarily defined, such as from 1 to 10 by ones, 1 to 100 by 0.1, or simply true or false, on or off, yes, no, or maybe, etc.',)",https://api.dictionaryapi.dev/api/v2/entries/en/data
370,date,"('The fruit of the date palm, Phoenix dactylifera, somewhat in the shape of an olive, containing a soft, sweet pulp and enclosing a hard kernel.',)",https://api.dictionaryapi.dev/api/v2/entries/en/date
371,daughter,"('One’s female offspring.',)",https://api.dictionaryapi.dev/api/v2/entries/en/daughter
372,day,"('Any period of 24 hours.',)",https://api.dictionaryapi.dev/api/v2/entries/en/day
373,dead,"('(with ""the"", a demonstrative, or a possessive) Those who have died.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dead
374,deal,"('A division, a portion, a share.',)",https://api.dictionaryapi.dev/api/v2/entries/en/deal
375,dear,"('A very kind, loving person.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dear
376,death,"(""The cessation of life and all associated processes; the end of an organism's existence as an entity independent from its environment and its return to an inert, nonliving state."",)",https://api.dictionaryapi.dev/api/v2/entries/en/death
377,debate,"('An argument, or discussion, usually in an ordered or formal setting, often with more than two people, generally ending with a vote or other decision.',)",https://api.dictionaryapi.dev/api/v2/entries/en/debate
378,debt,"('An action, state of mind, or object one has an obligation to perform for another, adopt toward another, or give to another.',)",https://api.dictionaryapi.dev/api/v2/entries/en/debt
379,decade,"('A group, set, or series of ten , particularly:',)",https://api.dictionaryapi.dev/api/v2/entries/en/decade
380,decide,"('To resolve (a contest, problem, dispute, etc.); to choose, determine, or settle',)",https://api.dictionaryapi.dev/api/v2/entries/en/decide
381,decision,"('The act of deciding.',)",https://api.dictionaryapi.dev/api/v2/entries/en/decision
382,declare,"('To make clear, explain, interpret.',)",https://api.dictionaryapi.dev/api/v2/entries/en/declare
383,deep,"('(with ""the"") The deep part of a lake, sea, etc.',)",https://api.dictionaryapi.dev/api/v2/entries/en/deep
384,defeat,"('To overcome in battle or contest.',)",https://api.dictionaryapi.dev/api/v2/entries/en/defeat
385,defend,"('To ward off attacks against; to fight to protect; to guard.',)",https://api.dictionaryapi.dev/api/v2/entries/en/defend
386,define,"('A kind of macro in source code that replaces one text string with another wherever it occurs.',)",https://api.dictionaryapi.dev/api/v2/entries/en/define
387,definite,"('(grammar) A word or phrase that designates a specified or identified person or entity.',)",https://api.dictionaryapi.dev/api/v2/entries/en/definite
388,delay,"('A period of time before an event occurs; the act of delaying; procrastination; lingering inactivity.',)",https://api.dictionaryapi.dev/api/v2/entries/en/delay
389,deliver,"('To set free from restraint or danger.',)",https://api.dictionaryapi.dev/api/v2/entries/en/deliver
390,demand,"('The desire to purchase goods and services.',)",https://api.dictionaryapi.dev/api/v2/entries/en/demand
391,democrat,"('A supporter of democracy; an advocate of democratic politics (originally as opposed to the aristocrats in Revolutionary France).',)",https://api.dictionaryapi.dev/api/v2/entries/en/democrat
392,democratic,,https://api.dictionaryapi.dev/api/v2/entries/en/democratic
393,demonstrate,,https://api.dictionaryapi.dev/api/v2/entries/en/demonstrate
394,dentist,"('A medical doctor who specializes in dentistry.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dentist
395,deny,"('To disallow or reject.',)",https://api.dictionaryapi.dev/api/v2/entries/en/deny
396,department,,https://api.dictionaryapi.dev/api/v2/entries/en/department
397,depend,,https://api.dictionaryapi.dev/api/v2/entries/en/depend
398,derive,"('To obtain or receive (something) from something else.',)",https://api.dictionaryapi.dev/api/v2/entries/en/derive
399,describe,"('To represent in words.',)",https://api.dictionaryapi.dev/api/v2/entries/en/describe
400,deserve,,https://api.dictionaryapi.dev/api/v2/entries/en/deserve
401,design,"('A specification of an object or process, referring to requirements to be satisfied and thus conditions to be met for them to solve a problem.',)",https://api.dictionaryapi.dev/api/v2/entries/en/design
402,desk,,https://api.dictionaryapi.dev/api/v2/entries/en/desk
403,desperate,"('A person in desperate circumstances or who is at the point of desperation, such as a down-and-outer, addict, etc.',)",https://api.dictionaryapi.dev/api/v2/entries/en/desperate
404,despite,,https://api.dictionaryapi.dev/api/v2/entries/en/despite
405,destroy,"('To damage beyond use or repair.',)",https://api.dictionaryapi.dev/api/v2/entries/en/destroy
406,detail,"('Something small enough to escape casual notice.',)",https://api.dictionaryapi.dev/api/v2/entries/en/detail
407,determine,"('To set the boundaries or limits of.',)",https://api.dictionaryapi.dev/api/v2/entries/en/determine
408,develop,"('To change with a specific direction, progress.',)",https://api.dictionaryapi.dev/api/v2/entries/en/develop
409,development,"('The process of developing; growth, directed change.',)",https://api.dictionaryapi.dev/api/v2/entries/en/development
410,device,"('Any piece of equipment made for a particular purpose, especially a mechanical or electrical one.',)",https://api.dictionaryapi.dev/api/v2/entries/en/device
411,devote,,https://api.dictionaryapi.dev/api/v2/entries/en/devote
412,diagram,,https://api.dictionaryapi.dev/api/v2/entries/en/diagram
413,die,,https://api.dictionaryapi.dev/api/v2/entries/en/die
414,diet,,https://api.dictionaryapi.dev/api/v2/entries/en/diet
415,differ,,https://api.dictionaryapi.dev/api/v2/entries/en/differ
416,difference,"('The quality of being different.',)",https://api.dictionaryapi.dev/api/v2/entries/en/difference
417,different,,https://api.dictionaryapi.dev/api/v2/entries/en/different
418,difficult,"('To make difficult; to impede; to perplex.',)",https://api.dictionaryapi.dev/api/v2/entries/en/difficult
419,difficulty,"('The state of being difficult, or hard to do.',)",https://api.dictionaryapi.dev/api/v2/entries/en/difficulty
420,dig,,https://api.dictionaryapi.dev/api/v2/entries/en/dig
421,dimension,,https://api.dictionaryapi.dev/api/v2/entries/en/dimension
422,dinner,"('A midday meal (in a context in which the evening meal is called supper or tea).',)",https://api.dictionaryapi.dev/api/v2/entries/en/dinner
423,direct,"('To manage, control, steer.',)",https://api.dictionaryapi.dev/api/v2/entries/en/direct
424,direction,"('A theoretical line (physically or mentally) followed from a point of origin or towards a destination. May be relative (e.g. up, left, outbound, dorsal), geographical (e.g. north), rotational (e.g. clockwise), or with respect to an object or location (e.g. toward Boston).',)",https://api.dictionaryapi.dev/api/v2/entries/en/direction
425,dirty,"('To make (something) dirty.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dirty
426,disappear,,https://api.dictionaryapi.dev/api/v2/entries/en/disappear
427,discover,"('To find or learn something for the first time.',)",https://api.dictionaryapi.dev/api/v2/entries/en/discover
428,discovery,,https://api.dictionaryapi.dev/api/v2/entries/en/discovery
429,discuss,,https://api.dictionaryapi.dev/api/v2/entries/en/discuss
430,discussion,,https://api.dictionaryapi.dev/api/v2/entries/en/discussion
431,disease,"('An abnormal condition of a human, animal or plant that causes discomfort or dysfunction; distinct from injury insofar as the latter is usually instantaneously acquired.',)",https://api.dictionaryapi.dev/api/v2/entries/en/disease
432,dish,"('A vessel such as a plate for holding or serving food, often flat with a depressed region in the middle.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dish
433,dismiss,,https://api.dictionaryapi.dev/api/v2/entries/en/dismiss
434,distance,"('The amount of space between two points, usually geographical points, usually (but not necessarily) measured along a straight line.',)",https://api.dictionaryapi.dev/api/v2/entries/en/distance
435,distinguish,,https://api.dictionaryapi.dev/api/v2/entries/en/distinguish
436,distribute,,https://api.dictionaryapi.dev/api/v2/entries/en/distribute
437,district,,https://api.dictionaryapi.dev/api/v2/entries/en/district
438,disturb,,https://api.dictionaryapi.dev/api/v2/entries/en/disturb
439,dive,,https://api.dictionaryapi.dev/api/v2/entries/en/dive
440,divide,"('A thing that divides.',)",https://api.dictionaryapi.dev/api/v2/entries/en/divide
441,division,"('The act or process of dividing anything.',)",https://api.dictionaryapi.dev/api/v2/entries/en/division
442,do,,https://api.dictionaryapi.dev/api/v2/entries/en/do
443,doctor,,https://api.dictionaryapi.dev/api/v2/entries/en/doctor
444,document,,https://api.dictionaryapi.dev/api/v2/entries/en/document
445,dog,,https://api.dictionaryapi.dev/api/v2/entries/en/dog
446,door,"('A portal of entry into a building, room, or vehicle, consisting of a rigid plane movable on a hinge. Doors are frequently made of wood or metal. May have a handle to help open and close, a latch to hold the door closed and a lock that ensures the door cannot be opened without the key.',)",https://api.dictionaryapi.dev/api/v2/entries/en/door
447,doubt,,https://api.dictionaryapi.dev/api/v2/entries/en/doubt
448,down,,https://api.dictionaryapi.dev/api/v2/entries/en/down
449,dozen,,https://api.dictionaryapi.dev/api/v2/entries/en/dozen
450,draft,,https://api.dictionaryapi.dev/api/v2/entries/en/draft
451,drag,"('Resistance of the air (or some other fluid) to something moving through it.',)",https://api.dictionaryapi.dev/api/v2/entries/en/drag
452,drama,,https://api.dictionaryapi.dev/api/v2/entries/en/drama
453,dramatic,"('Of or relating to the drama.',)",https://api.dictionaryapi.dev/api/v2/entries/en/dramatic
454,drawn,"('To move or develop something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/drawn
455,draw,,https://api.dictionaryapi.dev/api/v2/entries/en/draw
456,drawing,,https://api.dictionaryapi.dev/api/v2/entries/en/drawing
457,dream,,https://api.dictionaryapi.dev/api/v2/entries/en/dream
458,dress,,https://api.dictionaryapi.dev/api/v2/entries/en/dress
